zone_id,distance_to_industry_m,distance_to_sewage_drain_m,population_density_per_km2,agricultural_runoff_index,rainfall_last_7days_mm,temperature_c,ph_level,turbidity_NTU,dissolved_oxygen_mgL,microplastic_concentration_ppm,pharmaceutical_residue_ugL,pollution_risk_index
1,1903.9735882944444,2100.5219077788406,3184.427468159985,0.519081785136218,52.341136747181196,32.06782167580715,7.845405988417796,60.87131204078897,6.575967026268742,1.1642249970639584,0.7170135925768572,0.8171714216140333
2,4756.035816729085,1617.5671717054788,8357.563736986194,0.47918187762973097,49.395759814399966,30.996972509130202,8.093362794382745,161.51486090882128,8.44345863439989,1.5943931023698308,0.9537184312620633,1.1155674575631696
3,3673.3700119664554,942.3922965332566,13157.71462020792,0.025642065806435688,181.25091610420733,27.749992174744747,7.000935797584998,199.46139048120253,8.081287438321272,1.7125341580539148,1.5771903443113127,1.4348076218034795
4,3013.359496775331,2445.109158726707,11117.260852938638,0.34124782762615635,49.90923996990122,34.252801441402866,7.749748199213998,10.855071039231598,3.2311992375501895,0.9588957065541539,0.9340994325926157,0.8303135988028219
5,822.2922701900608,2060.49889421056,12195.136643991022,0.38019561878585706,54.3899452257262,21.40806676398285,7.643491966287497,179.9863438292317,3.1939957579317912,2.1275595872540056,1.0164772476546795,1.4156679482987722
6,822.172875664203,504.5984792477761,10052.358817305401,0.3988227808969005,151.87965248359274,19.857491575263563,8.165660753576542,126.41295405173832,4.145394941959307,2.850975766406273,2.023258537817888,2.0714462492959407
7,337.5138802325873,2734.5630097916505,10538.010185508861,0.5801723692273323,89.947968490108,32.517353438242175,8.31217412096252,194.80961073714013,4.888597810728298,3.1616179366422204,0.9954599101126591,1.811349965963239
8,4337.571921585929,2471.160983911044,12813.33694769713,0.5336025467268785,155.34211139103624,25.465546882773722,6.524313542954774,95.67685591765338,5.267644651267861,1.2278738236207987,1.1264031644921233,1.0368727766913168
9,3025.5193081288835,2850.4037416099336,4120.1861284581955,0.6079050927934446,13.073231512877047,32.398470521520025,7.848039838117585,170.24064646141787,7.437577734666762,1.3590281114469271,0.607136450753859,0.8972103707643558
10,3554.9592600904252,2182.644134997313,7596.661972825537,0.7648832615421283,97.51423873467687,33.18253348832205,6.603671598239458,17.166843376664062,2.4534434573266832,1.0606822506862568,0.9404691438409478,0.8845095449259471
11,151.8932467642221,1847.9772838886538,3707.536906384232,0.8129857387160935,6.7227200366565265,19.061779091524215,7.597717330154712,70.37941476526767,2.277381633808531,4.903469983434209,0.5393222005931866,2.289532764655507
12,4851.053768201872,1266.3642481460442,14821.186115951381,0.7181230762264944,12.530640691070904,33.01890097076303,7.075265458087356,18.068224861485945,5.135284503551272,1.4972957395634408,1.2211934997881368,1.1450769631358615
13,4170.591071962088,2799.5308803949597,14188.860425455892,0.9555236959549347,181.28749066888219,25.621423941280177,7.113553199044283,195.19191102841876,7.577309537103844,1.862100714041397,1.1573980025829813,1.3296223467929222
14,1101.078597857467,2600.8703907112167,1071.6887648433355,0.01823258267636163,27.849074223519033,26.67735231307195,7.205917006904713,164.30991191800817,3.5474827436518606,1.324199140337315,0.4544457099079254,0.8581380686205818
15,950.033587675148,154.75163691644443,10730.840001477483,0.1957779856835461,106.48413645504343,28.652072688584575,7.742584898099221,171.24674714296424,7.132035850050014,5.67645432059593,4.814894812903183,4.310842668470627
16,957.8523237744974,98.57358400181097,13916.100602527154,0.00756287497814212,82.2191205201413,33.74850431441148,7.168099931337538,187.90322012960937,4.078625103522396,8.111316027659088,7.227183665118751,6.288565236140716
17,1555.9991026497116,1141.8608332965878,3118.342504346336,0.647474714154603,69.46866525176854,18.32497360530599,7.965398101180561,21.595179793358145,9.08868887050813,1.4289886325493049,0.8398655752785835,0.9274523843227531
18,2647.5443365795772,2435.448925729862,8735.205843013127,0.8980305489499869,179.9666691374545,26.10633896140289,7.309054771147739,80.1915305401,9.165519554132931,1.4571398937965514,1.1116644430291744,1.0759623044590112
19,2188.127842278473,2962.0828653585345,13774.580315026607,0.24348229657629927,4.3646793550979,29.69127472131953,6.636706400619917,18.851803363580416,4.378297634250612,1.0210157813877958,0.8788349521661002,0.8255832187608426
20,1491.5842439803075,468.24233548851396,992.2166894940832,0.9270345447963066,132.75793723511782,30.286018280869882,8.067519684968214,46.10465480225558,3.839950031705924,2.4629600157713174,1.7818734577550563,1.782586216494618
21,3078.6718288757784,1790.5095317493626,10612.59387507918,0.06026739028956085,192.67888684271009,29.773051336130834,7.071516649185412,49.72632652234611,5.29043177652985,1.03068385259576,1.1842185350255634,0.9579198005444041
22,740.494610227607,1155.0547527604442,4811.560606901986,0.9344360268055143,112.03363669236839,20.28539719993807,7.3655337591985255,96.47590615427785,3.9242526814411898,2.2590121327315607,1.0385526428366798,1.4280213364900232
23,1496.11601024933,2910.3449054875177,13903.74483295969,0.3516226872396344,187.36449240661835,23.08972500231858,7.870887766443803,57.369622653460304,7.379070746333629,1.2761273128145205,1.164300434464927,1.031065202775173
24,1863.4911243037739,2529.514390944412,14580.344554897832,0.10142082844921652,10.451575857204753,24.09816393208923,7.164912314297424,24.690730829463412,8.608517476386284,1.1029288900239391,0.8993351159312931,0.8271657930329619
25,2307.5464218743277,2518.2195400391906,14191.864092144791,0.48587175918632564,83.75866381483227,31.675432530551586,6.6131713122934315,37.660762373351005,7.384737047289736,1.2069343849358387,1.0536028603974912,0.9491979088471101
26,3936.621008895417,1416.7056161890114,7376.106141533225,0.25677656772050794,52.03155819241023,22.738917831047402,7.247842094025627,33.718734892657736,8.594803577994796,0.9984937783559512,0.8241908074287968,0.7599851659802801
27,1038.3852216838807,1256.1621169662421,12999.618439345044,0.28487290196192283,146.16419299614597,21.581984385742455,8.388897165388606,194.74997559289815,5.175937297659793,2.1198827083955782,1.3310849012861241,1.5260026586925324
28,2595.4604701473772,834.7530743535045,12745.96627875852,0.3072899649262866,196.25941809944933,34.27661632364763,7.783468794597116,153.06203884910235,3.250535765670887,1.8972784308963535,1.7526840038105078,1.604010635650587
29,2982.45211586711,187.9989800197628,5126.956862027207,0.8030258978326634,51.30601248884956,18.150675846928973,7.842958297334414,193.71348572756457,7.903607579180737,4.831061356744356,3.759993796818075,3.5542427284969476
30,279.92954296398875,2596.8726812400587,12519.274375184821,0.5391612766752545,130.8349202948149,34.96295454659363,7.76456430727528,90.74939486904216,4.883796041132431,3.3320898635253964,1.0864568089897781,1.8639554060292665
31,3057.34701691212,2442.445007207631,1036.610703374643,0.31130769915600365,39.61952655194803,29.505962080575728,6.897984277918874,59.281853924218034,7.37016660183306,0.9154418267985331,0.6242702282221126,0.6718240829520368
32,894.0944122520931,2999.158666392669,9145.91323798977,0.6103337833109184,113.06605091432198,32.083978090634986,7.33666772820456,160.6671734557914,4.165151535854125,1.8543779292140379,0.8288097764299518,1.2119571536269507
33,372.0053852771336,2989.977774480238,3835.1281406716944,0.7161506742231936,92.78649733766724,23.008529737885283,8.001879596726637,68.61951401802362,2.6498370784533813,2.4966949411055817,0.7211501944015875,1.3949494404273457
34,4746.983409404,1675.1864826958297,2248.219843770543,0.27262400073353377,194.4010659263074,18.24335972034002,6.702745795106319,63.37975787254292,9.940654363902107,0.8301714997425972,0.9328521477610926,0.7374927942987264
35,4829.878563719069,2311.5824972379214,1615.8214236235328,0.4135491015253515,121.70545453929331,30.543781815546012,7.0557055521794245,50.33866848052708,3.2496120634447943,0.7671877152286846,0.7873273279740227,0.7144792308868986
36,4051.5668731764827,2835.4018750496357,10596.187250233026,0.12188609333694755,69.90127441736375,32.180458149011486,7.052638216931707,30.287400753725894,9.907367951707847,0.7622723100409184,0.9030779225974969,0.6822101139151506
37,1557.838157408185,2551.949224218686,5428.186974636959,0.18114934953468032,22.819156977586672,30.588094243209824,7.364037855189012,55.01029689826937,9.81823946053158,1.0982742302441206,0.7052148821435028,0.7507183987988683
38,533.4769643316001,757.097343194729,11009.118187167041,0.6811178539649828,30.24936574698691,20.428454884114256,8.46073748188437,74.2873509524081,8.350544831264317,2.8072169250787753,1.3569607604740233,1.7193093013846805
39,3436.9534812351767,1362.6215232240786,1447.6669415846643,0.18143834769562694,45.06338599024702,30.808274678368477,6.635005093367644,136.42887058841742,7.275383696655981,1.236285292526837,0.7218426833220913,0.8787117886672202
40,2228.7548440110263,404.89505715145503,5071.70989854385,0.5251633836670602,50.1933322680596,31.071687295829896,7.53740198876119,17.200144232793058,6.622456402008678,2.329498869540448,2.0739801070464905,1.8037670987310852
41,654.0892624816552,2863.072061230993,8322.62373944239,0.7090462617224327,170.12321156822756,29.195188766390935,6.858729364024421,46.04885323474188,8.928812363022677,1.9706303666305716,0.9988661935516695,1.2215349270600406
42,2501.1257050507875,1826.4004106636226,11965.485890164971,0.10687692309474384,112.24455765650498,31.023970857524965,8.441353090819488,162.7596098568769,4.3155161729559035,1.3771327250038052,1.1566371918583724,1.1517326099437506
43,220.22317952033106,701.355560400319,5121.911292515014,0.5673122196289035,104.6781822748733,32.380664474521446,6.726607009454929,33.6497750988353,5.741449699879016,4.221178849509929,1.5251172102807038,2.357928814466881
44,4551.135990289971,2021.6680395294532,9575.424958336633,0.25656278370136376,22.953774373843494,28.431269942036792,7.307202004723182,71.8158035718917,6.955119754932015,1.1048009998719561,0.7875788791878089,0.8233086558605317
45,1330.9609089200837,1862.0221565645295,13346.677349424714,0.9629268752375798,172.027938669887,19.506280137484545,7.975769969669212,173.6084897623373,5.289523806955929,2.1040458254493783,1.2685259637493143,1.4829377224910865
46,3329.4853075522105,1087.3248997378646,9430.016228643417,0.4835456467199247,144.56286064169674,26.289672764342583,7.909108856054891,35.210435672971315,5.419891632722144,1.4180364488980945,1.3035951948712854,1.152058959017016
47,1592.9698266425842,358.4016247548945,3877.9123839276895,0.8059925497751581,13.533672380000317,19.320038689417288,7.345457273787865,21.13368294554703,4.642277340016675,2.7489767278303128,2.0179273754368605,1.9709057093794762
48,2624.3367048301634,2021.2881228665428,853.8113325698014,0.5502265421562618,141.56701944595375,24.928231527551326,7.193048335905436,99.4849090406021,6.513854533476288,1.130221460129452,0.7693378352488448,0.844427627336857
49,2756.2158827492344,1570.5169486933041,13116.433671563484,0.043412532854819164,108.70764346852921,24.920810315135668,7.295224757105741,63.971804699314596,8.804596224120928,1.1473953730975066,1.1231650826749686,0.9521641224174381
50,965.0295548513589,2321.508807372205,808.4064573306134,0.6331513755940223,16.345069149355652,19.122167350384107,7.028552526317279,114.86463107435155,3.6122270240505028,1.5441970092475805,0.40133993157984543,0.8995248216276412
51,4849.443907434565,1570.0872333137404,13183.174253920892,0.951403342206657,91.66012830573129,23.929949077481147,6.910665877413599,161.74195364427766,9.475464310027531,1.9463156402530022,1.2283071999470874,1.3559654698018992
52,3886.907475637517,2559.5008709492495,8169.588443394574,0.6016118201463312,96.93925742600939,19.88696767945235,7.46607939511778,31.743955189784916,7.512701229985837,1.0183407248871699,0.8702892451899856,0.7961969533258965
53,4700.519760742736,1664.682379547967,14116.481628436995,0.8191888594267902,33.15490803265515,31.73999857015678,7.037067512135215,118.23632148808557,8.586185701440241,1.6919525875420909,1.0935492179723638,1.1874570259354222
54,4479.3953846168615,1691.595155175451,12082.356918718147,0.8842064633484078,189.13962940005646,34.110696441396,7.0749233297945,103.57420827602347,6.449525541040093,1.547764837316455,1.3605284644728721,1.2506091694433419
55,3009.6048951148714,2632.427735921868,14970.044602733393,0.22807977194893247,169.99507429613237,19.229380079384956,7.813512126949114,33.09536327257392,8.236133611392507,1.016017818742197,1.1734844908553261,0.9099872693613712
56,4613.2774633644285,1222.3789413129432,5585.321324049797,0.21204483990822665,133.80446746582166,34.236958523958926,8.437074663399784,126.67970467815157,2.1296031787157377,1.3427312841070378,1.232643704603851,1.172193816036274
57,488.0378851570015,419.36538078290937,11624.23018950134,0.6109809888509917,92.45911220012144,26.883802188724665,7.707274401118751,58.35988148285047,8.547043398236282,3.478599034557394,2.2182665890127424,2.322455756187117
58,1020.1151689747687,105.77237541375014,6327.9982473340115,0.4110284698067047,82.3531083169017,23.092616525215856,6.653958934129933,100.12769211608243,2.321110872682932,7.292781321870227,6.475375956749265,5.634115648779009
59,273.8750801071634,2270.3090219073847,7458.1964944066785,0.8398613028667203,130.19469343019082,19.30665527969478,6.651167227708134,21.04310323402707,9.1193070109029,3.1563263463934454,0.9541164517216459,1.6635056007540212
60,1660.3851372781585,1868.5224630333246,9598.829216666367,0.9000231233980112,109.08637388138109,26.510612557197103,8.402846441691132,94.6188911566565,9.935701977909147,1.699284208611528,0.9879191606603231,1.1228337735079772
61,1973.952583962936,2118.157708935686,13168.318155701912,0.3534213793027181,12.454621176377124,31.506764256342727,7.094581580614667,64.76037626834997,4.3525396974142225,1.319300335803658,1.0192595710410433,1.0242787538979132
62,1393.1777072807847,654.633201296554,14769.21030338978,0.23687055897448206,102.50052975406633,30.020470113533868,6.68413397216495,165.3643361811441,3.6825484502863493,2.436481714595628,1.7547015295562534,1.8223299812484612
63,4152.25067030205,426.3869972485739,11639.964501035514,0.7805255152438618,161.2807234465679,18.853842194887555,7.698089174300764,16.110851764486814,8.122906910864327,2.42912095832859,2.3773095961794595,1.9493985785768202
64,1815.928967133267,63.343103690288146,6557.61834142634,0.2748060355481361,91.84797551939161,19.23933120125436,7.747297556580532,86.62841860907434,4.024210727362026,11.043003844642488,10.4394225745466,8.696042669706552
65,1440.6258229525347,1064.750925243659,6609.676533017518,0.8226143185136784,10.391315510853683,24.84884580475483,7.797009640237376,94.39412770563041,8.924499065377628,1.8390225985402004,0.9626513248823196,1.178621642568047
66,2736.34561163333,1777.9547068268066,11194.943373038926,0.42373825364876283,157.2556398768066,23.019938398815036,7.034804055715083,146.37618487832816,2.8227407372598137,1.5145564726263008,1.0790577906236352,1.1824063903665403
67,747.574913625075,1188.8872543972022,3962.268613640384,0.6675498992914705,40.27275642719488,21.950533491952815,6.5302213684289505,116.98607714259114,3.007641571034866,2.19104546770806,0.8452202879700189,1.3429229251321786
68,4020.875054732496,1323.6752676307126,2101.8746404052226,0.09553531383466818,51.72416697760775,22.77707648144813,8.430030738908943,135.1064057528653,9.833212440804925,1.186592746064109,0.7276227676967698,0.8349072839727351
